store_name,address,city,state,postal_code,store_number,phone_number,lat,long,amenities
Piper Glen,"6432 Rea Road, Charlotte",Charlotte,NC,28277,11921-105138,+1 704-542-3721,35.0781,-80.817,"In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Mooresville 274,"118 Argus Lane, Mooresville",Mooresville,NC,28117,73818-108010,+1 704-799-2004,35.60227,-80.89621,"In Store,Mobile Order and Pay,Redeem Rewards"
Harris Teeter Charlotte 66,"7852 REA RD, Charlotte",Charlotte,NC,28277,48507-263206,+1 704-341-2061,35.0607,-80.81347,"In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Target Charlotte 1087,"7860 Rea Rd, Charlotte",Charlotte,NC,28277,76455-98968,+1 704-542-1856,35.06022,-80.81346,"In Store,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Stonecrest,"7922 Rea Road, Charlotte",Charlotte,NC,28277,11968-104874,+1 704-543-0364,35.0586,-80.81319,"In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Blakeney,"9820-A Rea Road, Charlotte",Charlotte,NC,28277,10241-99049,+1 704-541-0355,35.03483,-80.8057,"In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Charlotte Blakeney 2090,"9870 Rea Rd, Charlotte",Charlotte,NC,28277,76552-97053,+1 704-234-5271,35.03744,-80.80817,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
"Hwy 150, Sherrills Ford","7925 Village Center North, Sherrills Ford",Sherrills Ford,NC,28673,75048-307500,+1 828-929-4555,35.58456,-80.98748,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Statesville,"1501 East Broad Street, Statesville",Statesville,NC,28625,9363-94798,+1 704-872-2066,35.79157,-80.86183,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"Concord, Hwy 29","1490 US Highway 29, Concord",Concord,NC,28027,9570-96614,+1 704-786-8151,35.43958,-80.60592,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Statesville 150,"722 Sullivan Rd., Statesville",Statesville,NC,28677,55096-280529,+1 704-872-4039,35.80596,-80.87599,"Blonde Espresso,In Store,Oven-warmed Food"
Tom Short Rd & Rea Rd,"9700 Rea Rd, Waxhaw",Waxhaw,NC,28173,22077-213924,+1 704-844-1038,35.01628,-80.80167,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Wingate University CAMPUS CENT,"220 N Camden Rd, Wingate",Wingate,NC,28174,51564-267190,+1 704-233-6162,34.98586,-80.44406,"After Hours Wi-Fi,Blonde Espresso,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
Harris Teeter Waxhaw 182,"8157 Kesington Drive, Waxhaw",Waxhaw,NC,28173,18564-98074,+1 704-243-1238,34.95403,-80.75927,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Harris Teeter Charlotte 11,"15007 John J. Delaney Dr., Charlotte",Charlotte,NC,28277,17807-165784,+1 704-716-2000,35.05287,-80.84908,"Blonde Espresso,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Ballantyne,"13855 Conlan Circle, Charlotte",Charlotte,NC,28277,9362-49959,+1 704-543-1535,35.05526,-80.85138,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
I-40 & Turnersburg Hwy,"187 Turnersburg Hwy, Statesville",Statesville,NC,28625,53855-284887,+1 704-928-8920,35.81304,-80.87651,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
I-85 and Julian Road,"1303 Klumac Road, Salisbury",Salisbury,NC,28147,50828-271685,+1 336-414-5434,35.63822,-80.48701,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Towne Creek Commons,"916 East Innes Street, Salisbury",Salisbury,NC,28144,9464-96093,+1 704-636-1402,35.65943,-80.46085,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Publix Charlotte 1442,"11222 PROVIDENCE RD W., Charlotte",Charlotte,NC,28277,49412-266017,+1 704-716-2344,35.04234,-80.84968,"Blonde Espresso,In Store,Oven-warmed Food,Wireless Hot-Spot"
Harris Teeter Charlotte 317,"16625 Lancaster Hwy, Charlotte",Charlotte,NC,28277,73918-103375,+1 704-714-4795,35.02301,-80.8482,"In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
"W. Main St & Red Bridge, Locus","11602 Redbridge Blvd, Locust",Locust,NC,28097,65816-300279,+1 704-781-1011,35.25461,-80.45955,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Carolinas Medical South,"9015 Pineville-Matthews Road, Charlotte",Charlotte,NC,28134,10035-99036,+1 704-540-8710,35.08868,-80.8718,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Marine Blvd. & Chaney Ave.,"460 Chaney Avenue, Jacksonville",Jacksonville,NC,28540,68421-301442,+1 910-548-7577,34.7551,-77.42376,"After Hours Wi-Fi,Drive-Thru,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Richlands Hwy & Yopp Rd,"2805 Richlands Highway, Jacksonville",Jacksonville,NC,28540,53838-280024,+1 910-915-5132,34.75507,-77.46359,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Jacksonville Mall & Western Bl,"370 Western Boulevard, Jacksonville",Jacksonville,NC,28546,9801-98437,+1 910-455-8720,34.76486,-77.38258,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Jacksonville 1226,"1395D Western Blvd, Jacksonville",Jacksonville,NC,28546,23889-233572,+1 910-937-6400,34.78774,-77.40264,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Western Blvd & Gateway Dr,"1654 Western Boulevard, Lot 2, Jacksonville",Jacksonville,NC,28546,22256-213884,+1 910-650-8660,34.79108,-77.40508,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
NC24 & Piney Green,"237 Freedom Way, Jacksonville",Jacksonville,NC,28544,68008-299970,+1 252-574-6727,34.71688,-77.32338,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Camp Lejeune Main Exchange Com,"1231 Birch St, Camp Lejeune",Camp Lejeune,NC,28547,23581-230990,+1 910-450-2825,34.67378,-77.33972,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Wireless Hot-Spot"
Richlands Hwy & Koonce Fork Rd,"7439 Richlands Hwy, Richlands",Richlands,NC,28574,83219-312196,+1 910-260-4523,34.88836,-77.54885,"After Hours Wi-Fi,Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
NC24 & Queens Creek Rd,"1117 W. Corbett Avenue, Swansboro",Swansboro,NC,28584,68424-303163,+1 984-292-1955,34.70167,-77.14964,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
NC24 & NC58,"101 W. B. McLean Drive, Cape Carteret",Cape Carteret,NC,28584,65428-297612,+1 252-616-6206,34.68964,-77.06856,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Hampstead 135,"203 ALSTON BLVD, Hampstead",Hampstead,NC,28443,48914-264647,+1 910-329-0711,34.45185,-77.60307,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Hwy 55 & New Hill Road,"185 Grand Hill Place, Holly Springs",Holly Springs,NC,27540,19453-175544,+1 919-557-3246,35.66272,-78.84729,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Holly Springs 11,"5277 Sunset Lake Rd, Holly Springs",Holly Springs,NC,27540,79270-93640,+1 919-363-3059,35.66496,-78.79653,"In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Harris Teeter Holly Springs 31,"324 VILLAGE WALK DRIVE, Holly Springs",Holly Springs,NC,28540,55884-289550,+1 919-552-1596,35.6401,-78.83787,"In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Target Holly Springs 2785,"100 Grand Hill Place, Holly Springs",Holly Springs,NC,27540,17058-176749,+1 919-762-3149,35.6292,-78.82152,"Blonde Espresso,In Store,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Hwy 401 & Purfoy Rd,"1380 North Main St, Fuquay-Varina",Fuquay-Varina,NC,27526,14381-116724,+1 919-557-0533,35.59177,-78.77511,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Wayne Memorial Dr & Hwy 70,"2116-A Wayne Memorial Dr, Goldsboro",Goldsboro,NC,27534,14555-118464,+1 919-581-0993,35.39748,-77.96352,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
N Berkeley Blvd & Langston Dr,"603 North Berkeley Blvd, Goldsboro",Goldsboro,NC,27534,9838-98423,+1 919-778-7866,35.37639,-77.94175,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Goldsboro 964,"1204 Sunburst Dr, Goldsboro",Goldsboro,NC,27534,76570-101399,+1 919-778-2150,35.38087,-77.93877,"In Store,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Hwy 70 & Smithfield Crossing E,"110 S. Equity Drive, Smithfield",Smithfield,NC,27577,26655-227604,+1 919-621-4996,35.50607,-78.32145,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
US 70 & Hwy 258,"4177 West Vernon Avenue, Kinston",Kinston,NC,28504,56072-289353,+1 252-933-9857,35.26221,-77.64748,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Starbucks Wi-Fi"
Charlotte St.,"62 Charlotte Street, Asheville",Asheville,NC,28801,8598-82600,+1 828-225-3753,35.60138,-82.54708,"In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Asheville 7,"29 Tunnel Rd, Asheville",Asheville,NC,28805,73885-132946,+1 828-255-8097,35.59571,-82.53545,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Patton Ave and Florida Ave,"946 Patton Avenue, Asheville",Asheville,NC,28806,48422-262924,+1 828-702-9636,35.58676,-82.58748,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Asheville 1807,"115 River Hills Rd, Asheville",Asheville,NC,28805,19919-202925,+1 828-298-1262,35.57564,-82.51961,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
I-40 & Hendersonville Road,"188 Hendersonville Rd, Asheville",Asheville,NC,28803,63220-297406,+1 828-666-1001,35.56325,-82.54165,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Asheville 3,"915 Merrimon Ave, Asheville",Asheville,NC,28804,79308-98053,+1 828-253-1326,35.63052,-82.55224,"In Store,Oven-warmed Food,Wireless Hot-Spot"
"Fairview Rd & I240, River Ridg","211 River Ford Parkway, Asheville",Asheville,NC,28803,71720-306738,+1 828-221-2885,35.56916,-82.50717,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
I-40 & Sweeten Creek,"1 Medical Park Dr., Asheville",Asheville,NC,28803,71721-306739,+1 828-221-0645,35.55265,-82.52029,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Asheville 4,"1141 Tunnel Rd, Asheville",Asheville,NC,28805,3921-145304,+1 828-298-1425,35.58577,-82.48835,"Blonde Espresso,In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Asheville 62,"575 New Leicester Hwy, Asheville",Asheville,NC,28806,3922-98060,+1 828-225-2756,35.61411,-82.63145,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Asheville 31,"153 Smokey Park Hwy., Asheville",Asheville,NC,28806,59071-293073,+1 828-667-9306,35.56555,-82.62946,"In Store,Nitro Cold Brew,Oven-warmed Food,Wireless Hot-Spot"
Parkway Centre,"1378 Hendersonville Road, Asheville",Asheville,NC,28803,2862-83232,+1 828-274-2689,35.52365,-82.52905,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Smokey Park Hwy and I-40,"275 Smokey Park Highway, Asheville",Asheville,NC,28806,59002-292519,+1 828-337-5170,35.56145,-82.63347,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
Ingles Asheville 24,"863 BREVARD RD., Asheville",Asheville,NC,28806,49575-269344,+1 828-665-0787,35.53072,-82.60722,"Blonde Espresso,In Store,Oven-warmed Food"
Ingles Asheville 30,"1865 Hendersonville Rd, Asheville",Asheville,NC,28803,72571-98062,+1 828-274-0804,35.50011,-82.5237,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Candler 134,"1572 Sand Hill Rd, Candler",Candler,NC,28715,28688-237571,+1 828-665-2861,35.54397,-82.65929,"Blonde Espresso,In Store,Oven-warmed Food"
Ingles Weaverville 180,"140 Weaver Blvd, Weaverville",Weaverville,NC,28787,73930-135204,+1 828-645-2902,35.70271,-82.56695,"Blonde Espresso,In Store,Oven-warmed Food,Wireless Hot-Spot"
"I-26 & Weaver Blvd, Weavervill","89 Weaver Blvd, Weaverville",Weaverville,NC,28787,58503-290474,,35.7049,-82.56786,"After Hours Wi-Fi,Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Arden 130,"301 Long Shoals Rd, Arden",Arden,NC,28704,72992-97702,+1 828-681-5173,35.47969,-82.54949,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Arden 137,"352 Airport Rd., Arden",Arden,NC,28704,65045-299248,+1 828-684-6335,35.4503,-82.53101,"Blonde Espresso,Nitro Cold Brew,Wireless Hot-Spot"
Target Asheville 2011,"15 McKenna Rd, Arden",Arden,NC,28704,76409-95670,+1 828-681-0341,35.44889,-82.5366,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Airport Road and McKenna Road,"421 Airport Road, Arden",Arden,NC,28704,29388-253485,+1 828-684-2741,35.4456,-82.53276,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Fletcher 43,"2901 Hendersonville Rd, Fletcher",Fletcher,NC,28732,79298-98061,+1 828-684-5916,35.44206,-82.50582,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Black Mountain 8,"550 HIGHWAY 9, Black Mountain",Black Mountain,NC,28711,15941-145305,+1 828-669-6700,35.60879,-82.3209,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Hwy 9 & I-40,"203 Highway 9, Black Mountain",Black Mountain,NC,28711,54439-285984,+1 828-669-2973,35.61479,-82.31857,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Mills River 133,"3338 Boylston Hwy, Mills River",Mills River,NC,28759,19011-197245,+1 828-891-3260,35.40041,-82.57018,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Mars Hill 80,"225 CARL ELLER RD, Mars Hill",Mars Hill,NC,28754,51182-277289,+1 828-689-5980,35.82473,-82.54318,"Blonde Espresso,In Store,Oven-warmed Food"
Ingles Marshall 28,"5580 US 2570, Marshall",Marshall,NC,28753,66895-300726,+1 828-649-3266,35.81311,-82.67088,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Wireless Hot-Spot"
Ingles Canton 55,"630 Champion Dr, Canton",Canton,NC,28716,3944-147046,+1 828-648-3200,35.53899,-82.8446,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Hendersonville 179,"3643 Howard Gap Rd, Hendersonville",Hendersonville,NC,28792,4184-98065,+1 828-696-2521,35.34797,-82.43028,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Four Seasons Boulevard & I-26,"103 Mitchelle Drive, Hendersonville",Hendersonville,NC,28792,27876-245464,+1 828-785-9285,35.33783,-82.44316,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Hendersonville 11,"1980 Asheville Hwy, Hendersonville",Hendersonville,NC,28792,3967-98055,+1 828-692-0456,35.32734,-82.4674,"In Store,Oven-warmed Food"
Ingles Hendersonville 77,"625 SPARTANBURG HWY, Hendersonville",Hendersonville,NC,28792,50887-276464,+1 828-692-1368,35.30702,-82.45595,"Blonde Espresso,In Store,Oven-warmed Food"
I-26 & Upward Rd,"41 Upward Crossing Drive, Flat Rock",Flat Rock,NC,28731,71723-306740,+1 828-293-8100,35.29746,-82.41028,"Drive-Thru,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Flat Rock 177,"220 Highland Lake Rd, Flat Rock",Flat Rock,NC,28731,73927-98066,+1 828-692-1335,35.28965,-82.43032,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Lake Lure 127,"276 Hwy 9, Lake Lure",Lake Lure,NC,28139,63709-298255,+1 828-625-0258,35.41081,-82.19842,Nitro Cold Brew
Ingles Shelby 12,"1650 W Dixon Blvd, Shelby",Shelby,NC,28152,29756-254873,+1 704-482-7761,35.29636,-81.57228,"Blonde Espresso,In Store,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Gardner Webb University,"131 Tucker Dr, Shelby",Shelby,NC,28152,72281-306362,+1 704-406-3227,35.24669,-81.66955,"Blonde Espresso,Café Seating,Nitro Cold Brew,Oven-warmed Food"
I-85 & Floyd Baker Blvd,"1501 W Floyd Baker Blvd., Gaffney",Gaffney,SC,29341,69407-304001,+1 864-761-1238,35.08784,-81.66145,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Gaffney,"102 Lemmons Lane, Gaffney",Gaffney,SC,29341,10469-100550,+1 864-488-1475,35.08068,-81.70509,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Forest City 27,"765 S Church St, Forest City",Forest City,NC,28043,17897-182671,+1 828-245-1256,35.32201,-81.88175,"Blonde Espresso,In Store,Oven-warmed Food"
"Hwy 74 Alt & Sparks, Forest Ci","182 Sparks Drive, Forest City",Forest City,NC,28043,63423-297335,+1 828-666-7389,35.33969,-81.90007,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"24th & Springs, Hickory","2395 Springs Road NE, Hickory",Hickory,NC,28601,69592-303410,+1 828-666-1184,35.75296,-81.28784,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"70 & McDonald Pkwy, Hickory","2251 US Hwy 70 SE, Hickory",Hickory,NC,28602,69060-303129,+1 828-358-0006,35.70351,-81.29611,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
NC-127 & Rink Dam,"81 Rink Dam Rd., Taylorsville",Taylorsville,NC,28681,69599-304669,+1 828-848-4044,35.81582,-81.30632,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Hickory 1181,"1910 Catawba Valley Blvd SE, Hickory",Hickory,NC,28602,23886-233570,+1 828-267-0032,35.70219,-81.30737,"Blonde Espresso,In Store,Oven-warmed Food,Redeem Rewards"
Lenoir Rhyne Blvd & I-40,"1186 Lenoir Rhyne Blvd, Hickory",Hickory,NC,28602,14515-118344,+1 828-322-8019,35.71567,-81.31399,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"I-95 & Fayetteville Rd, Exit 2","5084 Kahn Drive, Lumberton",Lumberton,NC,28358,19348-136169,+1 910-739-7914,34.66573,-79.00679,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
W. 3rd & Odom St.,"505 W. Third Street, Pembroke",Pembroke,NC,28372,84956-312197,+1 910-260-4522,34.68298,-79.19916,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
UNC Pembroke Student Center,"Faculty Row, Pembroke",Pembroke,NC,28372,15952-159190,+1 910-775-4197,34.68701,-79.20376,"Blonde Espresso,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
I-95 & Radford,"709 Radford Blvd, Dillon",Dillon,SC,29536,59764-293408,+1 843-506-9890,34.43789,-79.37117,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Clayton 229,"67 Flowers Crossroads Wy, Clayton",Clayton,NC,27527,19321-195825,+1 919-359-8023,35.65595,-78.3474,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Martin Luther King Jr. Blvd &,"3182 Martin Luther King Jr Blvd, New Bern",New Bern,NC,28562,25484-227605,+1 252-775-8605,35.10227,-77.08978,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food"
Target New Bern 1015,"3410 Dr Martin Luther King Blvd, New Bern",New Bern,NC,28562,76568-101400,+1 252-638-2954,35.10167,-77.09639,"Blonde Espresso,In Store,Oven-warmed Food,Redeem Rewards"
Harris Teeter New Bern 421,"3562 Martin Luther King Jr Blvd, New Bern",New Bern,NC,28562,73729-108017,+1 252-497-2113,35.09428,-77.13191,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Harris Teeter New Bern 139,"2032 Waterscape Way, New Bern",New Bern,NC,28562,29948-255746,+1 252-631-5226,35.03396,-77.01272,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
NC70 & Catawba,"424 US Highway 70, Havelock",Havelock,NC,28532,68468-303173,+1 252-733-0861,34.90786,-76.93447,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Hickory North,"1342 2nd St., NE, Hickory",Hickory,NC,28601,11214-96961,+1 828-322-3451,35.75115,-81.33583,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"Hwy 321 & 2nd Ave, Hickory","204 Highway 321 NW, Hickory",Hickory,NC,28601,69082-303982,+1 828-666-1180,35.7353,-81.36504,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"321 & S. Main, Granite Falls","4763 Hickory Blvd., Granite Falls",Granite Falls,NC,28630,75050-307202,+1 828-229-8161,35.77786,-81.39622,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Seehorn St & Blowing Rock Road,"346 Blowing Rock Boulevard, Lenoir",Lenoir,NC,28645,58839-292408,+1 828-757-8788,35.92034,-81.52431,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
I-40 and Sterling,"111 Bush Drive, Morganton",Morganton,NC,28655,62536-295529,+1 828-818-9131,35.72387,-81.6558,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Carthage 212,"400 Mill Creek Rd., Carthage",Carthage,NC,28327,61807-295445,+1 910-246-0710,35.22626,-79.3955,"Blonde Espresso,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
17th & Hospital,"2018 S 16th St, Wilmington",Wilmington,NC,28401,57882-291232,+1 910-515-9051,34.20867,-77.92565,"After Hours Wi-Fi,Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Southern Pines T-2887,"305 Carolina Green Pkwy, Southern Pines",Southern Pines,NC,28387,86517-306241,,35.16748,-79.41643,"Blonde Espresso,Café Seating,In Store,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
